date,platform,campaign_name,objective,ad_id,ad_name,state,region,device,age_group,gender,impressions,reach,link_clicks,spend_inr,conversions,revenue_inr,likes,comments,shares,saves,video_plays
2025-06-13,Facebook,Summer Sale,Conversions,AD1260,Static Image 2,Gujarat,West,Desktop,18-24,Unknown,64847.0,46888.0,824.0,4727.0,54.0,112492.0,561.0,90.0,60.0,86.0,936.0
2025-06-13,Facebook,Summer Sale,Conversions,AD1261,Carousel 4,Delhi,North,Desktop,25-34,Female,46884.0,26193.0,395.0,3762.0,20.0,49516.0,65.0,5.0,4.0,6.0,81.0
2025-06-13,Facebook,Summer Sale,Conversions,AD1262,Short Video 2,Kerala,South,Desktop,18-24,Male,40768.0,24271.0,485.0,3422.0,43.0,70223.0,398.0,76.0,51.0,58.0,4659.0
2025-06-13,Facebook,Brand Awareness,Engagement,AD1263,Short Video 5,Delhi,North,Mobile,35-44,Female,105157.0,56190.0,1241.0,7782.0,19.0,53256.0,903.0,131.0,83.0,127.0,11738.0
2025-06-13,Facebook,Brand Awareness,Engagement,AD1264,Stories 4,West Bengal,East,Mobile,25-34,Female,107406.0,72939.0,653.0,8120.0,17.0,27491.0,821.0,138.0,68.0,106.0,1184.0
2025-06-13,Facebook,Brand Awareness,Engagement,AD1265,Carousel 3,Maharashtra,West,Mobile,55+,Male,91202.0,46431.0,889.0,5361.0,1.0,2252.0,239.0,32.0,22.0,26.0,349.0
2025-06-13,Facebook,Clearance Event,Conversions,AD1266,Short Video 5,Uttar Pradesh,North,Desktop,45-54,Male,54828.0,29197.0,601.0,4236.0,50.0,64715.0,1279.0,198.0,123.0,150.0,7474.0
2025-06-13,Facebook,Clearance Event,Conversions,AD1267,Carousel 2,Telangana,South,Desktop,35-44,Unknown,77955.0,54961.0,559.0,5965.0,31.0,35489.0,1138.0,212.0,100.0,137.0,1694.0
2025-06-13,Facebook,Summer Sale,Conversions,AD1268,Stories 2,Kerala,South,Mobile,25-34,Female,79428.0,35942.0,1032.0,5566.0,39.0,57408.0,897.0,152.0,95.0,116.0,1471.0
2025-06-13,Instagram,Summer Sale,Conversions,AD1269,Short Video 4,Gujarat,West,Desktop,35-44,Female,35362.0,15316.0,831.0,2741.0,38.0,70475.0,385.0,46.0,29.0,43.0,3968.0
2025-06-13,Instagram,Brand Awareness,Engagement,AD1270,Static Image 4,Kerala,South,Mobile,35-44,Female,34086.0,21663.0,238.0,1760.0,0.0,0.0,136.0,22.0,16.0,24.0,211.0
2025-06-13,Instagram,Monsoon Launch,Traffic,AD1271,Short Video 5,Kerala,South,Mobile,35-44,Male,81560.0,56655.0,1475.0,5303.0,33.0,41302.0,1615.0,243.0,144.0,210.0,10468.0
2025-06-13,Instagram,Clearance Event,Conversions,AD1272,Short Video 5,Uttar Pradesh,North,Mobile,35-44,Male,57645.0,36179.0,618.0,4416.0,30.0,30348.0,1060.0,190.0,80.0,162.0,7320.0
2025-06-13,Instagram,Clearance Event,Conversions,AD1273,Static Image 4,West Bengal,East,Desktop,35-44,Female,41731.0,23953.0,606.0,3129.0,34.0,31823.0,404.0,52.0,33.0,59.0,607.0
2025-06-13,Instagram,Monsoon Launch,Traffic,AD1274,Short Video 1,Gujarat,West,Mobile,25-34,Female,81512.0,34457.0,1592.0,4614.0,5.0,2778.0,993.0,162.0,84.0,112.0,9627.0
2025-06-13,Instagram,Monsoon Launch,Traffic,AD1275,Static Image 4,Uttar Pradesh,North,Mobile,35-44,Male,38178.0,25202.0,817.0,2021.0,4.0,4525.0,614.0,116.0,47.0,104.0,973.0
2025-06-13,Instagram,Summer Sale,Conversions,AD1276,Carousel 5,Uttar Pradesh,North,Mobile,25-34,Male,56297.0,38543.0,825.0,4684.0,45.0,94265.0,642.0,122.0,55.0,100.0,1065.0
2025-06-13,Instagram,Brand Awareness,Engagement,AD1277,Short Video 5,Uttar Pradesh,North,Desktop,45-54,Male,154969.0,112094.0,2252.0,10186.0,25.0,83075.0,2087.0,338.0,168.0,265.0,18823.0
2025-06-13,Instagram,Monsoon Launch,Traffic,AD1278,Carousel 4,Maharashtra,West,Mobile,25-34,Male,105730.0,69555.0,1280.0,5708.0,30.0,62531.0,1735.0,308.0,144.0,229.0,2731.0
2025-06-13,Instagram,Monsoon Launch,Traffic,AD1279,Static Image 5,Rajasthan,North,Desktop,45-54,Female,147763.0,69000.0,2615.0,8564.0,5.0,8602.0,372.0,44.0,26.0,47.0,538.0
2025-06-13,Instagram,Summer Sale,Conversions,AD1280,Stories 3,Tamil Nadu,South,Desktop,35-44,Female,36375.0,20010.0,569.0,2430.0,50.0,98411.0,694.0,104.0,60.0,87.0,1031.0
2025-06-14,Facebook,Summer Sale,Conversions,AD1281,Carousel 1,West Bengal,East,Desktop,35-44,Male,30568.0,22894.0,371.0,2086.0,19.0,27954.0,360.0,64.0,36.0,53.0,541.0
2025-06-14,Facebook,Clearance Event,Conversions,AD1282,Stories 4,Maharashtra,West,Desktop,18-24,Male,116069.0,49421.0,1251.0,9589.0,59.0,66981.0,1888.0,322.0,161.0,267.0,2860.0
2025-06-14,Facebook,Clearance Event,Conversions,AD1283,Short Video 1,West Bengal,East,Desktop,18-24,Female,55284.0,22610.0,781.0,5160.0,32.0,39029.0,642.0,121.0,59.0,65.0,6494.0
2025-06-14,Facebook,Brand Awareness,Engagement,AD1284,Static Image 4,Gujarat,West,Desktop,18-24,Male,105131.0,39042.0,892.0,7425.0,9.0,12656.0,1530.0,259.0,132.0,219.0,2445.0
2025-06-14,Facebook,Brand Awareness,Engagement,AD1285,Carousel 1,Telangana,South,Desktop,18-24,Male,101227.0,35693.0,791.0,6567.0,4.0,2902.0,1252.0,205.0,111.0,171.0,1897.0
2025-06-14,Facebook,Summer Sale,Conversions,AD1286,Stories 5,Tamil Nadu,South,Desktop,55+,Female,100946.0,56628.0,1219.0,8296.0,52.0,98512.0,1531.0,237.0,114.0,181.0,2252.0
2025-06-14,Facebook,Monsoon Launch,Traffic,AD1287,Carousel 3,Kerala,South,Desktop,45-54,Female,111165.0,65706.0,1402.0,7257.0,24.0,32105.0,988.0,129.0,85.0,107.0,1444.0
2025-06-14,Facebook,Monsoon Launch,Traffic,AD1288,Static Image 1,West Bengal,East,Desktop,25-34,Male,113748.0,70701.0,1001.0,6797.0,8.0,14559.0,420.0,75.0,40.0,59.0,676.0
2025-06-14,Facebook,Summer Sale,Conversions,AD1289,Short Video 1,Delhi,North,Desktop,55+,Male,37215.0,16798.0,257.0,3501.0,22.0,38685.0,493.0,77.0,35.0,60.0,4432.0
2025-06-14,Facebook,Summer Sale,Conversions,AD1290,Stories 4,Tamil Nadu,South,Desktop,25-34,Female,57850.0,25721.0,547.0,4849.0,25.0,50030.0,874.0,149.0,55.0,129.0,1375.0
2025-06-14,Facebook,Brand Awareness,Engagement,AD1291,Short Video 3,Uttar Pradesh,North,Mobile,45-54,Male,103685.0,50632.0,2153.0,8884.0,68.0,69076.0,1284.0,209.0,109.0,180.0,12319.0
2025-06-14,Facebook,Brand Awareness,Engagement,AD1292,Carousel 1,Delhi,North,Desktop,18-24,Male,116796.0,63240.0,906.0,7400.0,12.0,20523.0,1456.0,247.0,109.0,186.0,2151.0
2025-06-14,Facebook,Brand Awareness,Engagement,AD1293,Short Video 3,Uttar Pradesh,North,Desktop,18-24,Female,54364.0,37804.0,539.0,4032.0,3.0,3400.0,800.0,103.0,76.0,143.0,6771.0
2025-06-14,Instagram,Summer Sale,Conversions,AD1294,Short Video 5,Kerala,South,Mobile,25-34,Female,73677.0,50294.0,1126.0,6017.0,56.0,93903.0,1693.0,305.0,140.0,202.0,9800.0
2025-06-14,Instagram,Brand Awareness,Engagement,AD1295,Static Image 4,Kerala,South,Mobile,35-44,Male,94330.0,64658.0,890.0,5610.0,1.0,2097.0,216.0,32.0,20.0,30.0,314.0
2025-06-14,Instagram,Summer Sale,Conversions,AD1296,Stories 3,Tamil Nadu,South,Mobile,35-44,Female,100660.0,56253.0,1227.0,6372.0,58.0,92260.0,1391.0,221.0,132.0,210.0,2146.0
2025-06-14,Instagram,Monsoon Launch,Traffic,AD1297,Carousel 2,Rajasthan,North,Mobile,25-34,Female,176682.0,80798.0,2892.0,9584.0,63.0,77306.0,1593.0,245.0,117.0,198.0,2375.0
2025-06-14,Instagram,Clearance Event,Conversions,AD1298,Stories 2,Rajasthan,North,Desktop,25-34,Female,39502.0,25130.0,566.0,2593.0,36.0,43576.0,447.0,66.0,34.0,54.0,649.0
2025-06-14,Instagram,Brand Awareness,Engagement,AD1299,Stories 4,West Bengal,East,Mobile,25-34,Female,124219.0,58642.0,1423.0,6287.0,2.0,1895.0,2273.0,344.0,203.0,341.0,3456.0
2025-06-14,Instagram,Brand Awareness,Engagement,AD1300,Carousel 3,Tamil Nadu,South,Desktop,18-24,Female,112683.0,57655.0,1298.0,6940.0,1.0,2215.0,766.0,119.0,58.0,105.0,1141.0
2025-06-14,Instagram,Summer Sale,Conversions,AD1301,Stories 5,Rajasthan,North,Desktop,18-24,Female,99820.0,51731.0,869.0,6686.0,25.0,43102.0,1485.0,256.0,125.0,204.0,2269.0
2025-06-14,Instagram,Monsoon Launch,Traffic,AD1302,Carousel 2,Telangana,South,Mobile,25-34,Female,84139.0,47068.0,1222.0,4021.0,2.0,2807.0,1167.0,199.0,81.0,149.0,1822.0
2025-06-14,Instagram,Summer Sale,Conversions,AD1303,Carousel 5,West Bengal,East,Desktop,25-34,Male,120164.0,86592.0,1593.0,8911.0,78.0,126291.0,1366.0,232.0,108.0,181.0,1964.0
2025-06-14,Instagram,Clearance Event,Conversions,AD1304,Static Image 3,Uttar Pradesh,North,Desktop,45-54,Female,26852.0,9455.0,438.0,1593.0,25.0,27906.0,363.0,58.0,33.0,52.0,576.0
2025-06-14,Instagram,Monsoon Launch,Traffic,AD1305,Stories 4,Uttar Pradesh,North,Mobile,25-34,Unknown,100395.0,67942.0,2188.0,4475.0,25.0,29158.0,2393.0,395.0,215.0,301.0,3417.0
2025-06-14,Instagram,Clearance Event,Conversions,AD1306,Short Video 5,Gujarat,West,Mobile,25-34,Female,29724.0,20347.0,387.0,2406.0,19.0,21624.0,643.0,98.0,49.0,78.0,3861.0
2025-06-15,Facebook,Brand Awareness,Engagement,AD1307,Short Video 2,Rajasthan,North,Desktop,18-24,Male,94923.0,54433.0,992.0,5643.0,0.0,0.0,1585.0,263.0,149.0,202.0,11630.0
2025-06-15,Facebook,Monsoon Launch,Traffic,AD1308,Stories 2,Maharashtra,West,Desktop,35-44,Female,72379.0,34517.0,1231.0,3692.0,7.0,10553.0,1425.0,264.0,116.0,188.0,2197.0
2025-06-15,Facebook,Brand Awareness,Engagement,AD1309,Short Video 5,West Bengal,East,Desktop,25-34,Female,49545.0,20523.0,469.0,2986.0,13.0,17568.0,674.0,143.0,65.0,83.0,5985.0
2025-06-15,Facebook,Brand Awareness,Engagement,AD1310,Short Video 4,Karnataka,South,Desktop,45-54,Male,82853.0,48330.0,453.0,7108.0,0.0,0.0,1084.0,158.0,83.0,144.0,9840.0
2025-06-15,Facebook,Monsoon Launch,Traffic,AD1311,Short Video 5,Maharashtra,West,Mobile,25-34,Female,52333.0,18349.0,880.0,2896.0,11.0,26574.0,414.0,59.0,35.0,47.0,5751.0
2025-06-15,Facebook,Clearance Event,Conversions,AD1312,Short Video 4,Maharashtra,West,Desktop,18-24,Female,82960.0,55700.0,1115.0,4760.0,45.0,39994.0,1521.0,253.0,109.0,198.0,10669.0
2025-06-15,Facebook,Brand Awareness,Engagement,AD1313,Carousel 5,Kerala,South,Mobile,35-44,Female,124573.0,90496.0,1113.0,8778.0,37.0,81361.0,1531.0,249.0,110.0,205.0,2350.0
2025-06-15,Facebook,Summer Sale,Conversions,AD1314,Stories 5,Uttar Pradesh,North,Mobile,35-44,Male,117564.0,62652.0,1541.0,10743.0,72.0,130229.0,2162.0,341.0,190.0,311.0,3284.0
2025-06-15,Facebook,Brand Awareness,Engagement,AD1315,Carousel 1,West Bengal,East,Mobile,35-44,Male,42776.0,25149.0,599.0,2600.0,0.0,0.0,453.0,72.0,43.0,48.0,633.0
2025-06-15,Facebook,Clearance Event,Conversions,AD1316,Short Video 1,West Bengal,East,Desktop,35-44,Female,45632.0,20873.0,410.0,4119.0,19.0,23783.0,658.0,115.0,51.0,71.0,5596.0
2025-06-15,Instagram,Brand Awareness,Engagement,AD1317,Carousel 3,Maharashtra,West,Mobile,45-54,Male,98746.0,51085.0,1474.0,5708.0,2.0,5121.0,772.0,150.0,67.0,91.0,1148.0
2025-06-15,Instagram,Summer Sale,Conversions,AD1318,Static Image 1,Kerala,South,Desktop,45-54,Male,95313.0,63850.0,752.0,6024.0,47.0,96726.0,904.0,183.0,86.0,138.0,1497.0
2025-06-15,Instagram,Clearance Event,Conversions,AD1319,Short Video 2,West Bengal,East,Mobile,45-54,Unknown,76971.0,33003.0,965.0,5456.0,33.0,40660.0,1124.0,187.0,91.0,139.0,9374.0
2025-06-15,Instagram,Summer Sale,Conversions,AD1320,Short Video 1,Tamil Nadu,South,Desktop,25-34,Male,64996.0,33117.0,1160.0,4345.0,57.0,139691.0,459.0,83.0,49.0,66.0,7172.0
2025-06-15,Instagram,Brand Awareness,Engagement,AD1321,Stories 2,West Bengal,East,Desktop,45-54,Male,61329.0,39717.0,730.0,3375.0,25.0,41340.0,704.0,119.0,65.0,99.0,1123.0
2025-06-15,Instagram,Brand Awareness,Engagement,AD1322,Short Video 2,Telangana,South,Mobile,25-34,Female,53963.0,27215.0,885.0,3319.0,1.0,1012.0,873.0,141.0,65.0,114.0,6539.0
2025-06-15,Instagram,Monsoon Launch,Traffic,AD1323,Carousel 2,Tamil Nadu,South,Desktop,35-44,Female,52699.0,34035.0,934.0,2708.0,9.0,5221.0,267.0,32.0,14.0,43.0,392.0
2025-06-15,Instagram,Monsoon Launch,Traffic,AD1324,Static Image 4,Rajasthan,North,Desktop,45-54,Female,120499.0,50057.0,1219.0,4899.0,14.0,19967.0,1401.0,218.0,129.0,195.0,2081.0
2025-06-16,Facebook,Clearance Event,Conversions,AD1325,Carousel 2,Karnataka,South,Mobile,55+,Male,38673.0,15938.0,542.0,3699.0,28.0,32335.0,248.0,38.0,18.0,32.0,386.0
2025-06-16,Facebook,Summer Sale,Conversions,AD1326,Short Video 1,Maharashtra,West,Desktop,18-24,Female,77836.0,42905.0,1121.0,6738.0,52.0,88796.0,1816.0,267.0,165.0,235.0,10349.0
2025-06-16,Facebook,Brand Awareness,Engagement,AD1327,Carousel 2,Rajasthan,North,Mobile,18-24,Male,64766.0,44314.0,824.0,4466.0,12.0,11910.0,1113.0,165.0,100.0,135.0,1638.0
2025-06-16,Facebook,Summer Sale,Conversions,AD1328,Short Video 1,Karnataka,South,Desktop,25-34,Male,36878.0,17306.0,406.0,4092.0,15.0,25104.0,257.0,43.0,20.0,38.0,4016.0
2025-06-16,Facebook,Summer Sale,Conversions,AD1329,Carousel 5,Maharashtra,West,Desktop,35-44,Male,71513.0,37724.0,859.0,7482.0,43.0,64312.0,230.0,35.0,18.0,27.0,324.0
2025-06-16,Facebook,Clearance Event,Conversions,AD1330,Stories 1,Kerala,South,Desktop,35-44,Female,74280.0,48454.0,1152.0,5525.0,60.0,74988.0,732.0,133.0,58.0,89.0,1062.0
2025-06-16,Facebook,Clearance Event,Conversions,AD1331,Static Image 5,Uttar Pradesh,North,Mobile,35-44,Female,78789.0,50780.0,642.0,6391.0,36.0,38092.0,519.0,73.0,41.0,77.0,763.0
2025-06-16,Facebook,Clearance Event,Conversions,AD1332,Static Image 3,Uttar Pradesh,North,Desktop,18-24,Female,70559.0,27421.0,782.0,4279.0,53.0,67874.0,189.0,22.0,16.0,22.0,269.0
2025-06-16,Facebook,Monsoon Launch,Traffic,AD1333,Stories 2,Rajasthan,North,Mobile,18-24,Female,75049.0,43207.0,1009.0,4341.0,21.0,44126.0,1467.0,228.0,121.0,185.0,2167.0
2025-06-16,Facebook,Summer Sale,Conversions,AD1334,Static Image 2,Telangana,South,Desktop,18-24,Female,91581.0,36141.0,609.0,6124.0,24.0,43942.0,1188.0,191.0,99.0,161.0,1798.0
2025-06-16,Facebook,Clearance Event,Conversions,AD1335,Stories 4,Kerala,South,Desktop,25-34,Male,95273.0,60883.0,1032.0,6614.0,42.0,47352.0,1030.0,158.0,98.0,117.0,1499.0
2025-06-16,Facebook,Brand Awareness,Engagement,AD1336,Carousel 4,Tamil Nadu,South,Desktop,18-24,Male,34993.0,14884.0,402.0,2220.0,0.0,0.0,361.0,53.0,24.0,66.0,548.0
2025-06-16,Facebook,Summer Sale,Conversions,AD1337,Static Image 1,Tamil Nadu,South,Desktop,25-34,Male,42571.0,28452.0,534.0,3355.0,20.0,36455.0,498.0,71.0,49.0,63.0,780.0
2025-06-16,Instagram,Summer Sale,Conversions,AD1338,Carousel 3,West Bengal,East,Mobile,25-34,Male,46902.0,18446.0,569.0,3483.0,12.0,23172.0,264.0,40.0,16.0,34.0,387.0
2025-06-16,Instagram,Clearance Event,Conversions,AD1339,Stories 5,Gujarat,West,Desktop,25-34,Female,41405.0,30792.0,578.0,3339.0,31.0,34557.0,622.0,94.0,45.0,79.0,1008.0
2025-06-16,Instagram,Clearance Event,Conversions,AD1340,Carousel 4,Karnataka,South,Mobile,35-44,Male,85242.0,29963.0,1356.0,7188.0,62.0,87944.0,492.0,89.0,42.0,70.0,686.0
2025-06-16,Instagram,Clearance Event,Conversions,AD1341,Static Image 1,Uttar Pradesh,North,Mobile,35-44,Male,32255.0,20191.0,555.0,1971.0,27.0,36593.0,141.0,23.0,9.0,15.0,202.0
2025-06-16,Instagram,Summer Sale,Conversions,AD1342,Stories 4,Maharashtra,West,Desktop,35-44,Female,43607.0,28732.0,411.0,2786.0,22.0,40080.0,463.0,80.0,28.0,72.0,701.0
2025-06-16,Instagram,Monsoon Launch,Traffic,AD1343,Static Image 5,Telangana,South,Desktop,25-34,Male,150064.0,80571.0,1505.0,10315.0,0.0,0.0,788.0,118.0,70.0,101.0,1138.0
2025-06-16,Instagram,Summer Sale,Conversions,AD1344,Static Image 5,Delhi,North,Mobile,18-24,Male,78251.0,57046.0,891.0,4991.0,33.0,58777.0,494.0,70.0,44.0,65.0,801.0
2025-06-16,Instagram,Clearance Event,Conversions,AD1345,Stories 4,Rajasthan,North,Mobile,18-24,Male,107555.0,54117.0,1900.0,6219.0,118.0,97986.0,1296.0,230.0,107.0,160.0,1976.0
2025-06-17,Facebook,Monsoon Launch,Traffic,AD1346,Carousel 2,Uttar Pradesh,North,Mobile,35-44,Female,121286.0,54350.0,1276.0,9861.0,13.0,30007.0,2023.0,310.0,161.0,244.0,2990.0
2025-06-17,Facebook,Brand Awareness,Engagement,AD1347,Short Video 1,Telangana,South,Desktop,25-34,Female,89051.0,66738.0,1125.0,5551.0,0.0,0.0,1074.0,170.0,85.0,135.0,10375.0
2025-06-17,Facebook,Monsoon Launch,Traffic,AD1348,Stories 4,Maharashtra,West,Mobile,55+,Female,28199.0,19982.0,488.0,1976.0,6.0,11973.0,223.0,31.0,15.0,29.0,307.0
2025-06-17,Facebook,Brand Awareness,Engagement,AD1349,Carousel 2,Maharashtra,West,Mobile,25-34,Female,26320.0,11014.0,241.0,1632.0,0.0,0.0,74.0,11.0,6.0,15.0,115.0
2025-06-17,Facebook,Clearance Event,Conversions,AD1350,Stories 1,Uttar Pradesh,North,Desktop,18-24,Male,74644.0,39459.0,497.0,5762.0,17.0,21509.0,913.0,163.0,76.0,113.0,1298.0
2025-06-17,Facebook,Brand Awareness,Engagement,AD1351,Stories 3,Delhi,North,Desktop,18-24,Male,23884.0,13167.0,190.0,1728.0,3.0,3099.0,380.0,71.0,30.0,46.0,561.0
2025-06-17,Facebook,Monsoon Launch,Traffic,AD1352,Stories 1,Telangana,South,Desktop,45-54,Male,67177.0,42273.0,815.0,4612.0,1.0,2048.0,1202.0,226.0,88.0,157.0,1853.0
2025-06-17,Facebook,Summer Sale,Conversions,AD1353,Carousel 2,Uttar Pradesh,North,Desktop,55+,Female,79910.0,30248.0,911.0,5862.0,37.0,44533.0,519.0,74.0,35.0,75.0,694.0
2025-06-17,Facebook,Clearance Event,Conversions,AD1354,Stories 5,Telangana,South,Desktop,18-24,Female,39962.0,19620.0,429.0,3385.0,7.0,7148.0,391.0,51.0,37.0,39.0,523.0
2025-06-17,Facebook,Brand Awareness,Engagement,AD1355,Static Image 3,Karnataka,South,Mobile,18-24,Male,54333.0,27677.0,703.0,3814.0,8.0,21560.0,153.0,24.0,16.0,20.0,192.0
2025-06-17,Instagram,Summer Sale,Conversions,AD1356,Short Video 5,Telangana,South,Mobile,25-34,Female,100027.0,57521.0,1630.0,8705.0,88.0,178981.0,1141.0,193.0,90.0,166.0,11651.0
2025-06-17,Instagram,Brand Awareness,Engagement,AD1357,Static Image 2,Tamil Nadu,South,Mobile,45-54,Unknown,90215.0,41943.0,1098.0,4564.0,18.0,22401.0,455.0,82.0,36.0,70.0,731.0
2025-06-17,Instagram,Clearance Event,Conversions,AD1358,Short Video 5,Telangana,South,Mobile,25-34,Male,57903.0,23526.0,1435.0,4548.0,48.0,48787.0,633.0,105.0,49.0,72.0,6832.0
2025-06-17,Instagram,Brand Awareness,Engagement,AD1359,Short Video 4,Delhi,North,Desktop,25-34,Male,89340.0,63846.0,1363.0,5361.0,0.0,0.0,578.0,97.0,59.0,82.0,9892.0
2025-06-17,Instagram,Brand Awareness,Engagement,AD1360,Stories 3,Uttar Pradesh,North,Desktop,25-34,Female,77876.0,53485.0,1300.0,4031.0,2.0,3641.0,1125.0,169.0,88.0,152.0,1694.0
2025-06-17,Instagram,Brand Awareness,Engagement,AD1361,Carousel 1,Telangana,South,Desktop,25-34,Male,55271.0,40292.0,682.0,3161.0,6.0,5493.0,431.0,76.0,41.0,58.0,692.0
2025-06-17,Instagram,Monsoon Launch,Traffic,AD1362,Stories 2,Tamil Nadu,South,Desktop,25-34,Female,127290.0,46492.0,2785.0,6913.0,2.0,2374.0,1470.0,226.0,116.0,177.0,2040.0
2025-06-17,Instagram,Brand Awareness,Engagement,AD1363,Carousel 1,Kerala,South,Mobile,25-34,Male,69720.0,42149.0,1148.0,4356.0,42.0,44740.0,1075.0,192.0,70.0,145.0,1671.0
2025-06-17,Instagram,Clearance Event,Conversions,AD1364,Stories 2,Uttar Pradesh,North,Desktop,18-24,Female,32202.0,11358.0,606.0,2308.0,23.0,23032.0,637.0,90.0,46.0,85.0,902.0
2025-06-17,Instagram,Clearance Event,Conversions,AD1365,Stories 3,Kerala,South,Desktop,18-24,Female,47940.0,24801.0,793.0,3702.0,40.0,58231.0,783.0,153.0,59.0,111.0,1223.0
2025-06-17,Instagram,Monsoon Launch,Traffic,AD1366,Static Image 2,Uttar Pradesh,North,Mobile,25-34,Female,108073.0,45110.0,1520.0,7508.0,12.0,25363.0,1224.0,192.0,81.0,159.0,1777.0
2025-06-17,Instagram,Summer Sale,Conversions,AD1367,Static Image 4,Tamil Nadu,South,Desktop,18-24,Female,73226.0,51243.0,576.0,5721.0,12.0,23364.0,918.0,148.0,73.0,103.0,1359.0
2025-06-17,Instagram,Monsoon Launch,Traffic,AD1368,Stories 1,Tamil Nadu,South,Mobile,25-34,Male,106915.0,42108.0,2062.0,6161.0,21.0,29632.0,2347.0,372.0,177.0,307.0,3281.0
2025-06-17,Instagram,Clearance Event,Conversions,AD1369,Static Image 2,Tamil Nadu,South,Mobile,25-34,Male,92929.0,50556.0,1451.0,5904.0,80.0,104140.0,1611.0,275.0,119.0,212.0,2322.0
2025-06-17,Instagram,Brand Awareness,Engagement,AD1370,Stories 4,Uttar Pradesh,North,Desktop,18-24,Female,41516.0,29630.0,748.0,2493.0,2.0,2923.0,639.0,113.0,55.0,78.0,1088.0
2025-06-18,Facebook,Monsoon Launch,Traffic,AD1371,Short Video 1,Karnataka,South,Mobile,25-34,Male,106818.0,59815.0,949.0,6419.0,0.0,0.0,1938.0,309.0,170.0,281.0,13901.0
2025-06-18,Facebook,Brand Awareness,Engagement,AD1372,Stories 4,Maharashtra,West,Desktop,18-24,Female,65842.0,43243.0,695.0,4255.0,0.0,0.0,1458.0,262.0,128.0,220.0,2367.0
2025-06-18,Facebook,Monsoon Launch,Traffic,AD1373,Static Image 2,Telangana,South,Desktop,35-44,Female,43273.0,24006.0,470.0,2642.0,0.0,0.0,460.0,78.0,34.0,65.0,704.0
2025-06-18,Facebook,Summer Sale,Conversions,AD1374,Static Image 1,Delhi,North,Desktop,25-34,Male,51252.0,35728.0,390.0,4005.0,6.0,7822.0,264.0,42.0,26.0,22.0,418.0
2025-06-18,Facebook,Monsoon Launch,Traffic,AD1375,Short Video 1,Karnataka,South,Desktop,45-54,Female,59550.0,32708.0,1029.0,2759.0,7.0,17237.0,1114.0,181.0,92.0,164.0,7522.0
2025-06-18,Facebook,Summer Sale,Conversions,AD1376,Stories 5,Uttar Pradesh,North,Mobile,18-24,Female,24421.0,10763.0,309.0,2035.0,10.0,18226.0,298.0,58.0,16.0,46.0,443.0
2025-06-18,Facebook,Brand Awareness,Engagement,AD1377,Static Image 1,Tamil Nadu,South,Mobile,35-44,Male,83282.0,47200.0,910.0,5011.0,6.0,12043.0,326.0,54.0,27.0,53.0,479.0
2025-06-18,Facebook,Monsoon Launch,Traffic,AD1378,Stories 5,Gujarat,West,Mobile,55+,Female,24669.0,11335.0,242.0,1618.0,3.0,7399.0,283.0,52.0,22.0,42.0,417.0
2025-06-18,Facebook,Summer Sale,Conversions,AD1379,Stories 5,Maharashtra,West,Mobile,25-34,Female,49758.0,26398.0,640.0,3034.0,56.0,95189.0,712.0,118.0,68.0,85.0,1098.0
2025-06-18,Facebook,Brand Awareness,Engagement,AD1380,Static Image 2,Delhi,North,Mobile,35-44,Female,80103.0,54338.0,960.0,6129.0,0.0,0.0,1039.0,157.0,94.0,107.0,1530.0
2025-06-18,Instagram,Brand Awareness,Engagement,AD1381,Short Video 1,Tamil Nadu,South,Mobile,25-34,Female,55719.0,23754.0,647.0,3482.0,7.0,10581.0,895.0,144.0,78.0,119.0,6901.0
2025-06-18,Instagram,Clearance Event,Conversions,AD1382,Stories 1,Gujarat,West,Mobile,35-44,Female,105293.0,55157.0,1983.0,7351.0,101.0,127022.0,804.0,127.0,54.0,129.0,1214.0
2025-06-18,Instagram,Clearance Event,Conversions,AD1383,Carousel 3,Telangana,South,Desktop,25-34,Male,52786.0,35537.0,427.0,3795.0,22.0,30030.0,320.0,58.0,30.0,47.0,477.0
2025-06-18,Instagram,Clearance Event,Conversions,AD1384,Static Image 5,Karnataka,South,Desktop,35-44,Female,75808.0,41774.0,589.0,5285.0,35.0,32175.0,1061.0,170.0,87.0,161.0,1639.0
2025-06-18,Instagram,Brand Awareness,Engagement,AD1385,Stories 5,Kerala,South,Desktop,35-44,Female,141827.0,67998.0,1886.0,8032.0,9.0,16001.0,2039.0,393.0,163.0,308.0,3134.0
2025-06-18,Instagram,Brand Awareness,Engagement,AD1386,Stories 4,Gujarat,West,Mobile,18-24,Female,88058.0,45777.0,1353.0,4824.0,28.0,25389.0,1336.0,209.0,108.0,159.0,1870.0
2025-06-18,Instagram,Brand Awareness,Engagement,AD1387,Stories 4,Maharashtra,West,Mobile,18-24,Male,99289.0,44540.0,1700.0,4802.0,3.0,5186.0,1436.0,248.0,132.0,193.0,2161.0
2025-06-18,Instagram,Clearance Event,Conversions,AD1388,Short Video 5,Karnataka,South,Mobile,18-24,Female,88924.0,64603.0,1605.0,6823.0,99.0,109020.0,1030.0,152.0,98.0,140.0,10426.0
2025-06-18,Instagram,Clearance Event,Conversions,AD1389,Carousel 4,Tamil Nadu,South,Desktop,25-34,Female,98593.0,40789.0,664.0,5805.0,32.0,38539.0,666.0,105.0,33.0,75.0,922.0
